insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Camella Creagh', 'azomiwxufdjcnls', '2021-12-01T19:42:37Z', '2021-06-18T19:15:33Z', '2362', '400', 'igmpscvlryuetjhoadqzxf');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Vinnie Mearing', 'wbogszcdjlviqxayef', '2022-04-15T17:59:33Z', '2022-03-26T20:42:46Z', '2381', '4593', 'mqjuwnvbxczrpekdsihygatolf');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Anna-maria Chitham', 'fyvwcgndseuqamp', '2022-03-08T10:59:28Z', '2021-07-29T10:58:00Z', '2421', '3011', 'lykbmdsticquzjorhanwfxegvp');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Tamiko Pomphrey', 'qjyxnvkaogcmsdpz', '2022-05-22T07:06:20Z', '2022-01-15T03:53:50Z', '2363', '4968', 'vciujhgpfatwobqdsemkyzrxln');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Tabina Deighan', 'njhfboqlvm', '2022-03-23T13:33:18Z', '2022-03-15T19:40:06Z', '3351', '2069', 'wbztjashgvfcqurmlxy');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ossie Toffler', 'mcofnyqebjapsvir', '2021-12-02T10:56:45Z', '2022-03-30T22:19:23Z', '4899', '742', 'jlncoqeywzsbkx');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Bernete Gambell', 'xeydkpwrqo', '2021-07-23T02:32:35Z', '2021-10-24T18:25:26Z', '3849', '3834', 'rbjugfdsholckzeinvyxpamt');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Veda Mucklestone', 'lbofwrncevsi', '2022-02-08T05:51:25Z', '2021-12-29T11:42:35Z', '2214', '87', 'sbwxymkvpzqfrtiujhoal');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Elsa Ingarfill', 'iwcqprsdgytxj', '2022-05-21T20:38:11Z', '2022-05-28T14:36:59Z', '229', '2295', 'wgqtdykiurhp');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Quinta McCurdy', 'msdawpkzxelh', '2021-08-08T04:57:35Z', '2021-08-10T17:32:41Z', '1763', '4645', 'mwbkezdpxcufrqoyitvlahsgjn');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Barbara-anne Carneck', 'ezqgcndyai', '2021-08-06T07:15:55Z', '2021-10-12T06:25:26Z', '853', '1589', 'haxyvlrtzgdpjiomkb');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Thadeus Organ', 'uspytgzfwindekom', '2022-04-04T09:40:15Z', '2022-05-06T00:49:32Z', '2656', '2700', 'kjglsfmebcadiuvtqohwxzpyrn');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Joete Fenck', 'pqjxnlhsgv', '2021-11-27T19:48:37Z', '2021-10-15T12:57:14Z', '1219', '778', 'qxzrnsjkoutifgbemyvwdcahpl');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Charmine Budnik', 'hvouxrckgyebnqdztjm', '2021-12-07T20:53:23Z', '2021-07-24T19:39:09Z', '1577', '864', 'moiwpvaqnfcrxslyehjbk');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Etty Wurz', 'tgczwubojy', '2022-05-29T03:32:24Z', '2021-06-28T07:23:33Z', '3657', '3246', 'yjpfstznhiagdrvbecmxoklquw');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Irwin Mulqueen', 'tzaxbdeiufsny', '2022-01-11T06:01:38Z', '2022-02-04T21:22:33Z', '1039', '1868', 'xdbafnsywvoilpjrkcugqzemht');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Lesley Giovani', 'etvmlkhbgazusfpdq', '2022-02-23T09:54:14Z', '2021-10-13T04:46:03Z', '1003', '4377', 'xtfczvnedgmiahyqukpsbjorwl');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Thorn Yegorkov', 'ufdtkinzwse', '2021-07-20T00:53:24Z', '2021-08-31T13:54:53Z', '505', '2832', 'qsgcjlvyathuxmiwkbnpdrzofe');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Wilden Rottenbury', 'ktsupwcrogzfh', '2021-12-23T01:31:59Z', '2021-08-01T18:17:45Z', '2953', '585', 'clkwxtbdjeoiyuvqsmfphn');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Maia Durnill', 'rjxtenwimu', '2021-08-04T20:50:49Z', '2022-03-31T09:02:59Z', '1337', '2001', 'udcrzxmopayj');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Chrystel Strippel', 'jaevdmolpurtx', '2021-09-16T08:55:52Z', '2022-03-02T01:26:08Z', '231', '4923', 'guvtnhfrwypbcqeodimslkjxza');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Jodi Cummine', 'vnmdwsxjpygkfuqa', '2022-05-30T18:28:29Z', '2022-01-28T14:50:29Z', '2628', '2328', 'ibhslatgxdrmknj');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Donnell Timson', 'jxuteqicwlogasd', '2022-02-08T16:36:26Z', '2022-04-14T12:52:42Z', '4246', '1520', 'ebakdcwnzjiothlrvgsyfuxm');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Dewie Huckfield', 'soyacvdnbfmrgi', '2022-05-07T20:56:23Z', '2022-01-27T21:50:22Z', '1960', '17', 'akjtcbronusvihxgzqpdmewyfl');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ban Terrett', 'jcgplafmwnivokheds', '2021-09-21T06:12:48Z', '2022-05-03T03:55:48Z', '3177', '1257', 'wvmfciuxsgrnqzapek');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Waylan Winsley', 'mloihsnwdbxufv', '2022-06-01T18:05:43Z', '2021-08-21T12:24:18Z', '3489', '1557', 'zhyepjixvcqtgaubfsnokrldmw');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Hercule Sommers', 'rkhpmgnfyjowzds', '2022-06-08T04:01:07Z', '2022-01-29T06:55:36Z', '234', '2373', 'uwgdmfankzpiteybslhqjoxcvr');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Mureil Belfield', 'fzwspojhxi', '2021-10-16T16:25:42Z', '2021-08-02T17:57:23Z', '3054', '1549', 'xsqvztdcrbauewmlojngifkpyh');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Albertine Addis', 'gzpxqhcatroielvm', '2022-03-09T07:16:40Z', '2021-11-17T12:42:59Z', '3799', '3690', 'skxvdhbfizcetoumpqjlngyw');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Toinette Gecke', 'wjrqtkpnvgycesdxfiaz', '2022-03-23T12:17:48Z', '2021-07-12T00:56:13Z', '619', '3883', 'qkpiywhceuadbjtfrnmzxsgvlo');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Dillon Cuvley', 'dwtiayerzhcopnxvbl', '2022-05-05T22:54:17Z', '2021-11-04T00:50:56Z', '2691', '4446', 'gkrcimlvjansptedbfoyzwuqhx');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Miof mela Woloschinski', 'yqgdlmzsrabfhwvkun', '2021-08-12T00:33:56Z', '2022-01-05T00:49:30Z', '410', '2251', 'njvefkqsmltu');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Frank Joseph', 'bqdkzfailtmoygrjphe', '2022-01-24T23:22:24Z', '2021-09-18T19:08:23Z', '4993', '1642', 'csmopqhnky');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Allx Cockerham', 'myavpxkztfw', '2021-09-07T19:17:44Z', '2022-01-01T18:03:49Z', '239', '1723', 'iqjwxfslerktpbyzadhvmoungc');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Madeline Zannotelli', 'kdfbjecwomyhszarvin', '2021-12-16T01:40:45Z', '2021-10-10T21:16:30Z', '2796', '2801', 'fcokvqpgeznxdiwhlatr');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Jerald Perott', 'tvrblzkxwaejqynh', '2021-06-18T19:12:09Z', '2022-05-25T00:05:47Z', '1978', '679', 'wgsvexktpdhlbqarzomcjiyu');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Pat Clench', 'tlsugxferm', '2021-09-11T12:05:54Z', '2022-01-21T05:35:37Z', '4902', '965', 'ckfoizedpbgymvqtsnwhjrlaxu');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Markos Columbell', 'hgrowictzvupjf', '2021-10-28T15:53:06Z', '2022-05-02T11:51:13Z', '2194', '1174', 'wgmchoqybknzplrjxseivdftau');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Leandra France', 'mwpbqhyvkg', '2021-08-16T06:08:30Z', '2021-07-12T01:23:36Z', '2855', '1558', 'knhtsulbmrcwexvyzgjidpafoq');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Chloris Piaggia', 'xsovukzjhglerq', '2021-08-18T08:42:27Z', '2021-06-30T20:25:58Z', '3516', '4851', 'jxehsiglywcak');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Trude Wentworth', 'snapkizbgj', '2021-06-13T16:29:28Z', '2022-01-12T08:07:23Z', '3477', '453', 'mcnzltdrupxaogkysjehwviqfb');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Enrique Piola', 'curwqlmevk', '2022-05-21T04:58:11Z', '2022-03-16T18:19:48Z', '140', '4640', 'hlxrosbvfwigpjdkqtcaumeyzn');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Faun Esherwood', 'pagisoemvytwf', '2021-08-28T18:56:49Z', '2021-08-06T20:06:38Z', '4308', '3877', 'qefwvhkcutgxamopri');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Kathryne Bourrel', 'clvjqfopxmdkgtrnzha', '2022-05-05T07:34:41Z', '2022-01-07T11:35:34Z', '1853', '2730', 'tuhbgzfilrevysnaxowkd');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Valentino Blasl', 'bwvpjfumkaosqtydr', '2021-08-23T23:59:10Z', '2021-06-17T18:21:28Z', '3189', '237', 'mjszpnbcwdkrqhy');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Dalila McPhail', 'avizylotsgjenbfumkxw', '2022-05-10T19:09:07Z', '2022-05-31T20:24:54Z', '2805', '40', 'gcwydphmanzfejkbiqtoxrvlsu');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Cathie Berryman', 'bxqkslpzrhvjo', '2021-07-30T09:33:13Z', '2022-01-21T22:47:45Z', '3354', '715', 'prizujmwkohngcbfqdetxv');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Yanaton Aslen', 'yhsucxkivptqzbdgfmo', '2022-01-17T16:26:32Z', '2021-07-09T21:34:39Z', '3883', '4997', 'sqlfadwupbrizytkhemvojncgx');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Gerta Heyball', 'pzxtacnsmjigeyb', '2021-10-16T03:43:37Z', '2022-02-24T15:17:30Z', '979', '4125', 'ksuwzjyemlcqtbapgifhordvxn');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Cirillo Trymme', 'eoakyzhdpgxntlcwfj', '2021-07-20T11:25:14Z', '2021-12-30T02:56:13Z', '4231', '1766', 'vaudjhcfkwysolqgexrnbpiztm');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Violetta Crangle', 'obyxfhdzngu', '2022-05-14T00:44:45Z', '2022-02-07T18:57:52Z', '1516', '547', 'iogspnebzmdalhfyvtruwjqkcx');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Jan Marnes', 'aucpfkzijqewvym', '2022-02-06T06:19:23Z', '2021-07-27T13:04:05Z', '2190', '3492', 'ehxjnzbmaygpwsvlk');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Cesar Pelcheur', 'yarxtkoquhsdwvnj', '2022-06-07T10:51:34Z', '2022-01-28T00:20:57Z', '4342', '4798', 'eruyjkpzlxovgtascmhwfqidbn');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Roby Hasney', 'yftihkavde', '2021-06-29T08:38:24Z', '2021-10-17T05:15:02Z', '3927', '1342', 'fcimvajltwnd');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Nial Davidy', 'smpjwhonlq', '2021-06-27T04:12:12Z', '2021-06-13T11:05:32Z', '3579', '3595', 'mvulytkahosqxwzcifdbepgrjn');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Nickolaus Goldston', 'qzeacvfjpuxt', '2022-04-20T00:24:03Z', '2022-02-06T15:38:51Z', '4119', '4610', 'ixkagzobqlt');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Bevin Cordon', 'bikfmprnvqyh', '2022-02-14T23:14:23Z', '2021-12-13T13:02:40Z', '2409', '3275', 'utmbwaelogijcqsydrfzpxh');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Fredia Buxey', 'lghnikpvyetdj', '2022-04-07T18:25:12Z', '2022-04-15T22:11:11Z', '2995', '4126', 'dvcwrmteofknlbgzpjyiahqxus');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Marshall Flageul', 'uryixsmbwv', '2022-05-12T04:27:03Z', '2021-12-04T14:04:26Z', '3413', '3240', 'snpoqimvlukhtwcaejyrxzb');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Roma Bart', 'wzfotdurmislnyqxepa', '2021-09-04T10:19:28Z', '2021-10-04T22:15:55Z', '4434', '4909', 'cydhlgozrmnbwveujxtp');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Rey Kerkham', 'xcwkaumenqlgzd', '2022-03-16T01:01:45Z', '2021-07-12T22:33:04Z', '224', '580', 'gntsrpdbkyuqcxoljaviezhmwf');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Junia Boyle', 'zkbsoumdaewvfpncjq', '2022-04-04T13:50:52Z', '2021-12-05T22:19:01Z', '4959', '383', 'cobdagnivswxfktpehyzrjquml');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ginnifer Sangar', 'qeudikbahyngcorws', '2021-10-30T05:42:21Z', '2021-06-16T12:22:35Z', '2708', '1870', 'olfuezngpywxisrbatcjvqkdmh');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ealasaid Wonfor', 'etmvsayndgjwruikh', '2022-01-01T19:54:49Z', '2022-03-02T17:59:17Z', '2689', '3563', 'taekrhwjofsmyxidcvzlpugnq');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Bree Laughnan', 'lobeuwjqfvismgkn', '2021-09-18T07:43:55Z', '2021-09-30T20:24:10Z', '574', '528', 'xukzoitrqsaynehvpcgfmbldwj');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Lane Rothert', 'yldkcvgenwoqphmbizu', '2021-09-01T12:11:42Z', '2021-09-21T06:02:06Z', '266', '2543', 'caqyrfxhnibopsjgdtukewvzlm');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Corella Craise', 'jwuyzgvmilockprx', '2022-04-02T10:50:25Z', '2022-02-03T14:57:03Z', '4679', '3478', 'npjsomziufaryvldqtbhewkgxc');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Cullin Verbrugghen', 'demkfpsogjianh', '2021-07-07T23:05:20Z', '2021-07-25T05:17:20Z', '3597', '1593', 'guslhrqdwzncxamyoiejktvpfb');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Cesare Gush', 'socgkxqhulfwpjm', '2022-01-09T12:23:52Z', '2022-05-04T07:01:11Z', '1966', '2568', 'wjhglpktqsfeduzvrmycixnoab');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Launce McWhirter', 'hbuxpcdliqwsj', '2022-01-26T06:53:12Z', '2021-06-23T08:46:40Z', '4017', '2746', 'xmcojqdhyfgbatrsz');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Gabrila Clements', 'bqhlxfezyrp', '2021-10-09T06:00:16Z', '2021-10-03T12:30:31Z', '168', '1770', 'cghjnpulbzoaytiqfwvxmskrde');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Mella Edwinson', 'ymtzqsplnurgh', '2021-12-30T15:17:34Z', '2022-05-05T13:44:11Z', '689', '1141', 'homtunylpwbvzkxdafrqeicgsj');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Sigvard Wingar', 'calsybjotewmph', '2021-07-15T16:18:00Z', '2021-12-17T05:28:16Z', '3775', '1488', 'xjrlknzbmtwy');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Kaia Impleton', 'uxdtmorgqwlphb', '2021-12-13T02:04:58Z', '2021-12-31T17:25:29Z', '2355', '2351', 'fqkbxevucdwji');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Emilio Etchingham', 'grnpbqyaotzxwfv', '2022-02-26T05:36:24Z', '2022-04-07T13:13:38Z', '4464', '4246', 'wtnvxhgfcmyadrkzjopbiqslue');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Lolita Dake', 'gmrahiqjtkpuwfe', '2022-05-08T12:35:28Z', '2021-09-21T02:41:34Z', '3608', '2478', 'lbygzonarqcmxjpfudsikwehtv');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Heywood Farndon', 'xugqonpswr', '2021-07-06T08:31:31Z', '2022-05-23T16:53:55Z', '3252', '3864', 'xgapnubkljmicoywe');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Pammi Cornillot', 'vbmogzxtwcrdji', '2021-07-12T21:15:56Z', '2021-11-18T21:10:15Z', '1244', '2884', 'evdzbafuwchmipxlsgtjrknoyq');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Artie O''Fallon', 'zvbwsrelighfx', '2022-04-28T21:27:40Z', '2021-06-19T16:35:47Z', '2519', '3571', 'ysuwrzeihmconfaxbtjlqvkdpg');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Sidoney Feldharker', 'bgdtquiwoasexhvcljz', '2022-03-28T05:18:15Z', '2021-08-12T08:04:57Z', '3417', '1245', 'isuexqcnfjabgvldowtrpmzhky');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Noell Baly', 'atlfxzbjgds', '2021-09-09T18:52:50Z', '2021-10-09T15:49:08Z', '4639', '2124', 'nvxzqultfbcowgmpheaikjysrd');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Filippo Myrie', 'fvjmhyswng', '2021-09-10T05:12:30Z', '2021-09-03T05:18:03Z', '3353', '311', 'wvgotpmcfnazjusyeixblk');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Tobiah Cleever', 'qoeiygmuscnbvdx', '2022-03-14T11:26:38Z', '2021-11-26T07:05:42Z', '3839', '2470', 'rueptsvdna');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Man Akaster', 'lsxjzfcgpvka', '2021-07-08T18:27:26Z', '2022-02-12T08:20:56Z', '2369', '4276', 'bslicntqxduhwkjryzpfveagom');
